id,cargo_closing,cargo_opening,code,container_id,container_number,container_type,delivery_datetime,delivery_location_id,export_before_cargoopening,export_blocked,export_correct_ordernumber,export_customs_doc_available,export_discharge_datetime,export_full,export_other_issue,first_pickup,import_blocked,import_customs_cleared,import_full,import_loading_datetime,import_other_issue,import_present,import_released,index,last_pickup,note
6ff14d78-779a-4bca-8d2f-9469142dc694,,,532132-001,dc8a977d-5bda-4e8b-af25-abdefa5ae33c,CAAU 594317 7,40HC,2025-02-25T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-11T23:00:00.000Z,True,False,True,,True,False,False,1,,
6a1d6be2-5ab6-414f-b7b5-8f6bcffe1bd6,2025-02-25T23:00:00.000Z,,532187-002,2c61d314-0285-4d73-8481-eff91f0660bc,MSDU 179358 9,20DV,2025-02-26T07:00:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,True,True,False,False,,False,True,,True,False,False,,True,False,False,0,,
83be407e-4f65-46f2-9a5d-01d6d7fd4f52,2025-03-03T23:00:00.000Z,,529781-001,d1bbc2bf-1726-4d2a-a120-4b035af40a78,MSNU 566410 5,40HC,2025-02-26T06:00:00.000Z,32f617a6-7598-4ccc-94ce-2d7abdb0ce12,False,False,True,True,2025-03-04 16:22,False,False,2025-02-20T23:00:00.000Z,True,False,True,,False,False,False,1,2025-02-24T23:00:00.000Z,
40c5446c-8e55-4bff-beab-8808dea445e0,,,531144-001,173beb79-fcd6-4e70-b3c7-5a9c18be9ff9,OOLU 947183 7,40HC,2025-02-27T07:00:00.000Z,921578ef-fac8-4941-804e-ccefa1b8362f,False,False,True,True,2025-02-27 18:57,False,False,2025-02-26T23:00:00.000Z,False,True,True,2025-02-26 13:55,False,True,True,1,,
a0dcbece-643b-4c28-89f2-0742a1a06f33,,,531145-001,e0598f88-6594-4c1c-9dee-2a3edf3c7863,MEDU 436237 7,40HC,2025-02-25T07:00:00.000Z,921578ef-fac8-4941-804e-ccefa1b8362f,False,False,True,True,2025-02-25 19:07,False,False,2025-02-23T23:00:00.000Z,False,True,True,2025-02-24 18:52,False,True,True,1,,
bda862e5-14ec-4168-a7ce-b0c8a520e52f,,,532337-001,d17c21f7-d2ae-4f9c-8f1c-c19e483b5ee3,TRHU 453892 4,40HC,2025-02-24T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-11T23:00:00.000Z,True,False,True,,True,False,False,1,,
95e92c52-a0f8-4050-947a-01923cb68294,,,532337-002,6237df78-a7c5-4d2a-a2b1-9e6cb8374530,MRKU 546021 3,40HC,2025-02-25T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-11T23:00:00.000Z,True,False,True,,True,False,False,1,,
e044c6ff-34e5-44e6-a601-4014a6cb700d,,,532337-005,47e00df2-5df8-4ea3-85f0-39961638d0db,UETU 670011 1,40HC,2025-02-27T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-11T23:00:00.000Z,True,False,True,,True,False,False,0,,
3ba92ea2-ef03-4633-ae8b-a25dcdac3447,,,532339-002,c9612306-c7ee-4640-982b-42e5419590c5,MSNU 677008 2,40HC,2025-03-06T12:00:00.000Z,4e5d76ff-e0db-4c3f-a9ef-e335dca24807,True,True,False,False,,False,True,2025-02-20T23:00:00.000Z,True,False,True,,True,False,False,0,,
8a646ec0-b1a6-498c-8eca-a01df5e91a00,,,532340-001,1e067c8f-6392-4126-bae0-252bd51ea41e,MSMU 342662 9,20DV,2025-02-28T13:00:00.000Z,1ec48019-c2c6-48fd-8169-f8216d262172,True,True,False,False,,False,True,2025-02-23T23:00:00.000Z,False,True,True,2025-02-24 19:19,False,True,True,0,,
bf2b8e18-d1f4-438a-8455-1a3130a08da2,,,532365-002,62e59878-3627-4447-8c7f-b6c2a0582321,TGBU 797928 3,40HC,2025-02-24T09:00:00.000Z,9d887e29-9a6c-4043-8af2-7966fdc96c5a,False,False,True,True,2025-03-01 09:14,False,False,2025-02-13T05:00:00.000Z,True,False,True,,True,False,False,1,,
f0ab594e-a7d3-4c86-8e66-5e0b8068fdb8,,,532365-003,4fd48e9b-40fa-486a-b83a-06aa104255be,MSMU 515522 8,40HC,2025-02-24T07:00:00.000Z,9d887e29-9a6c-4043-8af2-7966fdc96c5a,False,False,True,True,2025-03-01 09:12,False,False,2025-02-13T05:00:00.000Z,True,False,True,,True,False,False,1,,
b122603a-f5b1-4a7f-a45a-5d10cf4aea5d,2025-02-28T22:59:00.000Z,,532275-001,873d291a-1a0d-4f27-a6c9-0f3e2785a648,TXGU 750400 1,40DV,2025-02-24T12:00:00.000Z,9fe7a746-1a3d-424b-9b1c-752363c9c73f,False,False,True,True,2025-02-27 12:16,True,False,2025-02-16T23:00:00.000Z,False,True,False,2025-02-20 09:19,False,True,True,1,,
a3b29492-f25d-41b9-96c8-2fc15a456840,,,532038-001,9f278d77-0052-4e36-8230-5ca48397b07f,MRKU 886534 4,20DV,2025-02-24T07:00:00.000Z,c62ba888-48bb-4c59-8a22-d58abe5f70e9,True,True,False,False,,True,True,,True,False,False,,True,False,False,1,,
dc48ed98-224f-4f63-81ca-2e72327f5fcc,2025-02-27T14:00:00.000Z,,530114-003,5f16764c-6206-408c-88b7-34d3e7634edf,FTAU 123479 1,20DV,2025-02-23T23:00:00.000Z,3040f61a-386a-4329-a1e9-91db9db3bb01,True,True,False,False,,True,True,2025-02-08T06:00:00.000Z,True,False,False,,True,False,False,1,2025-02-10T22:00:00.000Z,
1a38abee-3990-4edc-96f3-a30be4767db2,2025-02-27T14:00:00.000Z,,530114-001,3f07ae9d-7fb3-42e1-9c69-9715dd865f93,TEMU 139246 8,20DV,2025-02-23T23:00:00.000Z,3040f61a-386a-4329-a1e9-91db9db3bb01,True,True,False,False,,True,True,2025-02-08T06:00:00.000Z,True,False,False,,True,False,False,1,2025-02-10T22:00:00.000Z,
a99e68b1-473b-461a-b818-00941c6aacc6,2025-02-27T14:00:00.000Z,,530114-002,c0e6eaf6-e188-447e-b728-a39a0e70dbc1,FBIU 046116 6,20DV,2025-02-23T23:00:00.000Z,3040f61a-386a-4329-a1e9-91db9db3bb01,True,True,False,False,,True,True,2025-02-08T06:00:00.000Z,True,False,False,,True,False,False,1,2025-02-10T22:00:00.000Z,
7b863ddb-55f7-4ba0-8618-a6016883d7ab,,,532584-005,bd89a6ac-3784-431d-ab30-fa238f2c0425,OOCU 758979 0,40HC,2025-02-24T08:00:00.000Z,6736be42-1512-43f2-8f7c-9b1451357526,True,True,False,False,,False,True,2025-02-16T23:00:00.000Z,True,False,True,,True,False,False,1,2025-02-20T22:59:00.000Z,
0450cd51-3635-41ae-ac25-2b824e7d1a1f,,,532584-006,b6ff7e0b-5207-477a-b02c-d38ceaf4d881,OOCU 684673 8,40HC,2025-02-24T12:00:00.000Z,6736be42-1512-43f2-8f7c-9b1451357526,True,True,False,False,,False,True,2025-02-16T23:00:00.000Z,True,False,True,,True,False,False,0,2025-02-20T22:59:00.000Z,
be95491e-44eb-46e2-b818-6d5f8732893d,,,532584-007,3de28d24-4da8-49d8-b086-61e3679dc79d,OOLU 493633 5,40HC,2025-02-25T08:00:00.000Z,6736be42-1512-43f2-8f7c-9b1451357526,True,True,False,False,,False,True,2025-02-16T23:00:00.000Z,True,False,True,,True,False,False,1,2025-02-20T22:59:00.000Z,
1f1aed56-13d6-46f0-a109-fec7b32e0dcb,,,532661-001,77ed47c7-b821-4320-9939-ba4044c7063d,TEMU 647098 5,40HC,2025-02-27T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-10T23:00:00.000Z,True,False,True,,True,False,False,1,,
3f1aa149-9cc5-4c11-9aaa-7dc7685fc6e1,,,529538-002,0f8aecc7-ba30-4489-ab55-e061b6528df5,CMAU 287610 5,20DV,2025-02-24T07:00:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
088e6297-158a-4e97-8bb3-bd56fb97789b,,,529538-003,0939365a-be32-4bfa-bc77-b0ae1de02782,LYGU 316738 1,20DV,2025-02-24T08:15:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,1,2025-02-22T22:59:00.000Z,
90fd71ca-604b-48cb-9193-bf4b779bfeaa,,,529538-004,25ebf399-161e-4c2d-9be9-c076d5886cac,CMAU 281858 3,20DV,2025-02-24T08:15:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
06595565-dc23-410a-a088-7bacc726c62d,,,529538-001,221fb29a-210e-4d75-a8dc-cbe6053aa572,CMAU 260937 2,20DV,2025-02-24T07:00:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,False,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
92fb51b9-c386-4dc9-9a65-eb2662c7e254,,,529538-005,bbb3f0be-667f-4272-979e-f37d9ba11597,CMAU 275148 0,20DV,2025-02-24T09:30:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,False,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
bd942b81-0dd9-4df3-bde3-ae1c360d8d60,,,529538-010,b77fa8f3-0728-4206-a2ce-79aad21b63de,FTAU 184609 8,20DV,2025-02-24T12:30:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
8a92c002-31ce-4ba2-b01f-f1dd913b04e0,,,529538-009,6a816b29-d2c2-4cb4-81ef-4fb9b556236e,CMAU 266663 9,20DV,2025-02-24T12:30:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
254f8382-f34a-44ba-a969-e0d36823fdc8,,,529538-006,31bb1ad9-1985-48e9-a83d-4207c11d4101,CMAU 266421 4,20DV,2025-02-24T09:30:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
5a5d2b42-a637-4520-b71a-9c59527ee040,,,529538-007,fb032f16-73c9-4122-b6da-1f7915e0dcdf,CMAU 263126 8,20DV,2025-02-24T11:00:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
619a79a7-7cb2-4015-9aee-2947f0b2dbe5,,,529538-008,be206992-f579-4bb8-b290-8bda48c8abc5,CMAU 220722 3,20DV,2025-02-24T11:00:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,True,True,,False,True,2025-02-17T09:00:00.000Z,False,True,True,,False,True,True,0,2025-02-22T22:59:00.000Z,
b7989742-d46c-4159-aefb-f365576b8b82,2025-03-03T23:00:00.000Z,,532748-006,258bf9ea-5362-4927-be54-717b79ac1233,BEAU 204030 8,20DV,2025-02-25T05:30:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:24,True,False,2025-02-17T23:00:00.000Z,False,True,False,,False,True,True,1,2025-02-25T22:59:00.000Z,
be4adaec-8365-4152-a8d3-712ce68403da,2025-03-03T23:00:00.000Z,,532748-007,db2094b2-e501-41d1-b93b-4ee16333d4b2,OOLU 040702 0,20DV,2025-02-25T06:00:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:27,True,False,2025-02-17T23:00:00.000Z,False,True,False,,False,True,True,2,2025-02-25T22:59:00.000Z,
9b2a7c8d-776a-41c6-af6b-a784d4458de0,2025-03-03T23:00:00.000Z,,532748-008,e24d1447-9cb5-4e34-aec3-71baa5f40d47,TEMU 505548 6,20DV,2025-02-25T06:30:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:28,True,False,2025-02-17T23:00:00.000Z,False,True,False,,False,True,True,2,2025-02-25T22:59:00.000Z,
8035da5e-4f1f-40be-a7d0-2fcc3390a4ec,,,530718-001,8927a556-4220-4da1-be02-ab444214c5ca,TCLU 294564 2,20DV,2025-02-28T06:30:00.000Z,d1eed4e1-b279-45eb-b83d-7aafb220c2a8,True,True,False,False,,True,True,,True,False,False,,True,False,False,1,,
6bc2a0d8-66b9-4c81-924b-31e2f7b33175,2025-03-03T23:00:00.000Z,,532748-009,20769bb3-ee59-45b9-98cf-6ae35de007b6,OOLU 150860 5,20DV,2025-02-25T07:00:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:26,True,False,2025-02-17T23:00:00.000Z,False,True,False,,False,True,True,1,2025-02-25T22:59:00.000Z,
55b5de7d-d56a-4492-ae9e-1c228ad41260,,,532292-004,9b118eef-d121-454a-a4cb-92a9ca187768,TLLU 465341 6,40HC,2025-03-03T10:00:00.000Z,deb49026-9e7d-46d7-9624-e27274237ab5,True,True,False,False,,False,True,2025-02-24T11:00:00.000Z,False,True,True,2025-02-26 08:58,False,True,True,0,,
a60ea6f4-ef9e-4fa0-acc8-8144b1a7f777,,,531146-001,7f4e9d53-3a8a-4284-a20b-10e46ac74303,MSDU 795001 0,40HC,2025-02-26T07:00:00.000Z,921578ef-fac8-4941-804e-ccefa1b8362f,False,False,True,True,,False,False,2025-02-23T23:00:00.000Z,False,True,True,2025-02-25 18:25,False,True,True,1,,
2e798711-5972-4d5b-aa6c-142298b63384,,,530718-002,704f5d51-f1dc-4f36-a198-a1cdb035eed3,MOAU 146246 5,20DV,2025-02-28T07:00:00.000Z,d1eed4e1-b279-45eb-b83d-7aafb220c2a8,True,True,False,False,,True,True,,True,False,False,,True,False,False,1,,
3e30faf9-fe36-44ff-8778-351dfd8db783,2025-03-03T23:00:00.000Z,,532748-010,9938cad9-cb28-4b0a-a470-e0629632e8ef,OOLU 018657 2,20DV,2025-02-25T07:30:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:23,True,False,2025-02-17T23:00:00.000Z,False,True,False,,False,True,True,1,2025-02-25T22:59:00.000Z,
cb27f7c8-316e-477e-bcc4-8d7dddc27422,,,530718-003,d81c8578-f4f0-4991-a3b8-c8ac2c8fc4bb,ONEU 322594 3,20DV,2025-02-28T07:30:00.000Z,d1eed4e1-b279-45eb-b83d-7aafb220c2a8,True,True,False,False,,True,True,,True,False,False,,True,False,False,1,,
41a1347c-1f3c-424d-8cdc-71426f56b193,2025-03-03T23:00:00.000Z,,532748-011,c6cb495a-5ab7-475d-910d-473d193a95a7,BSIU 336538 1,20DV,2025-02-25T08:00:00.000Z,b6a842aa-64a2-4fd5-b2f8-5aa1569b25b5,False,False,True,True,2025-03-03 16:25,True,False,2025-02-17T23:00:00.000Z,False,True,False,2025-02-24 17:40,False,True,True,1,2025-02-25T22:59:00.000Z,
fc948e88-56d2-4b97-93b0-e8e065f5be22,,,532292-003,1915f119-29f7-4d3d-a34e-5ce064562635,TRHU 825941 9,40HC,2025-03-03T09:00:00.000Z,deb49026-9e7d-46d7-9624-e27274237ab5,True,True,False,False,,False,True,2025-02-24T11:00:00.000Z,False,True,True,2025-02-26 09:02,False,True,True,0,,
8502023a-6876-40fd-b1c7-05f95946710d,,,532292-002,7e158a8c-f6f3-4c36-a7ae-74cfd67cdf54,CMAU 790595 2,40HC,2025-03-03T08:00:00.000Z,deb49026-9e7d-46d7-9624-e27274237ab5,True,True,False,False,,False,True,2025-02-24T11:00:00.000Z,False,True,True,2025-02-26 09:18,False,True,True,0,,
47fa1139-c5d0-4144-90a7-a4890c6daa8d,,,532292-001,87f110a7-f802-40d2-84df-4af7185e53dd,CMAU 438503 4,40HC,2025-03-03T07:00:00.000Z,deb49026-9e7d-46d7-9624-e27274237ab5,True,True,False,False,,False,True,2025-02-24T11:00:00.000Z,False,True,True,2025-02-26 08:53,False,True,True,0,,
4ace8be5-7bc0-4b44-be0e-79e88dc59895,,,532292-005,ce622e06-7889-49ec-a59a-7d4fdf331cfe,SEKU 591913 3,40HC,2025-03-03T11:00:00.000Z,deb49026-9e7d-46d7-9624-e27274237ab5,True,True,False,False,,False,True,2025-02-24T11:00:00.000Z,False,True,True,2025-02-26 09:21,False,True,True,0,,
d97b8590-1c78-4ba3-9812-9abf11b291ec,,,520520-001,b41d891e-7907-46c2-8f4f-33eb3269bc05,FCIU 756291 0,40HC,2025-03-04T05:45:00.000Z,79acf62a-753b-43f7-8834-adc05aed1d7b,False,False,True,True,2025-03-07 17:57,False,False,2025-02-24T23:00:00.000Z,False,True,True,2025-03-01 11:12,False,True,True,1,2025-02-27T23:00:00.000Z,
1f208a93-6f42-4934-b3ee-c5e2e65fc907,,,529772-001,6847f30e-827a-42f4-93e0-7522f348f310,TRHU 638225 5,40HC,2025-02-24T06:00:00.000Z,79acf62a-753b-43f7-8834-adc05aed1d7b,True,True,False,False,,False,True,2025-02-13T23:00:00.000Z,False,True,True,2025-02-20 16:15,False,True,True,0,2025-02-22T23:00:00.000Z,
ff545ac6-6789-4628-841c-625d414fbc90,,,520520-002,f102d167-7e32-41d6-b599-0ffc4f422236,TGBU 646549 0,40HC,2025-03-04T06:00:00.000Z,79acf62a-753b-43f7-8834-adc05aed1d7b,False,False,True,True,2025-03-04 17:03,False,False,2025-02-18T23:00:00.000Z,False,True,True,,False,True,True,1,2025-02-24T23:00:00.000Z,
981dc878-9264-44f4-a977-17bbf52473d6,,,529771-001,73c7c8af-56e8-47be-8327-47ebf4f64b71,CAAU 733455 0,40HC,2025-02-26T06:00:00.000Z,79acf62a-753b-43f7-8834-adc05aed1d7b,True,True,False,False,,False,True,2025-02-13T23:00:00.000Z,False,True,True,2025-02-25 15:29,False,True,True,1,2025-02-18T23:00:00.000Z,
cde71485-9c3b-483c-bd0a-bdb5b0252ad9,,,529976-001,d837feb4-b999-4bc2-b974-5644d6657da1,TRHU 544289 5,40HC,2025-02-27T10:00:00.000Z,79acf62a-753b-43f7-8834-adc05aed1d7b,True,True,False,False,,False,True,2025-02-13T23:00:00.000Z,False,True,True,2025-02-26 14:16,False,True,True,0,2025-02-25T23:00:00.000Z,
f2c3a8ef-1e81-430c-8149-3c77cd5ecfec,,,532930-001,49452e11-bc5a-4208-8b97-82fa6b964280,TCKU 105119 5,20DV,2025-03-03T05:00:00.000Z,de46605c-46b8-4c76-9136-02b3a86f9e33,True,True,False,False,,False,True,2025-02-06T23:00:00.000Z,True,False,True,,True,False,False,2,,
cf3aa66a-3f5e-45dd-8094-31f0f7cab20b,,,532934-001,3c3e48ac-1ac7-41b3-b1f2-6799217f615d,MRSU 578410 7,40HC,2025-02-25T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-13T23:00:00.000Z,True,False,True,,True,False,False,0,,
613c7a43-baa2-45fd-a683-e226f18c8e65,,,532936-001,b91b260a-2bac-4c42-8231-8c31e04636cf,TEMU 713120 3,40HC,2025-02-24T05:00:00.000Z,7bec600c-b329-4696-ba79-3c663a23f35e,True,True,False,False,,False,True,2025-02-13T23:00:00.000Z,True,False,True,,True,False,False,1,,
666c1bb3-3548-4599-bd0a-25c5835a641b,2025-02-25T23:00:00.000Z,,529510-001,cf3f34f6-40d5-4dee-9799-32303368837e,HLXU 129205 9,20DV,2025-02-25T07:00:00.000Z,d3ad11a6-4dad-40cf-a829-9507fda30c51,False,False,False,True,,False,True,2025-02-19T23:00:00.000Z,False,True,True,2025-02-22 02:44,False,True,True,0,2025-02-21T22:59:00.000Z,
