id,acceptable_earliness,acceptable_lateness,code,country,gas_measurement,latitude,location_kilometers,longitude,max_earliness,max_lateness,min_euronorm,name,open_from,open_to,service_duration,service_type,type,weigh_in_out
146e3bf9-5b48-441e-aa83-eee972e0cba5,-15,15,WORLDI,NL,False,51.6345609,0,4.3674343,-30,30,0,World Wide Transport B.V.,00:00:00,23:59:59,30,live_handling,port,False
6d21acff-4c14-4baa-824c-4cc3582a65b1,-15,15,RAPILO,NL,False,52.168738,0,6.3872201,-30,30,0,Rapitex BV,00:00:00,23:59:59,30,live_handling,region,False
8b2176ca-6661-4d4b-a91d-cee5903584c2,-15,15,RPHTEN,NL,False,52.2198406,0,6.861995,-30,30,0,RPH Trading,00:00:00,23:59:59,30,live_handling,region,False
4d5d6d1d-1d92-4d1d-b7c9-dec56e71f837,-15,15,SHIPPTE,NL,False,52.869128,0,7.0893182,-30,30,0,Shipping Point T O,00:00:00,23:59:59,30,live_handling,region,False
f08ed339-af93-4453-96d3-eabc1843acc2,-15,15,WERNES,DE,False,52.72664,0,8.03487,-30,30,0,Wernsing Feinkost Essen,00:00:00,23:59:59,30,live_handling,region,False
d8acd636-883e-472c-9ab5-ef49797f9dc7,-15,15,TNTFRO,NL,False,51.8705752,0,4.3776137,-30,30,0,TNT Freight Management B.V.,00:00:00,23:59:59,30,live_handling,region,False
4fb78000-b461-4ebd-9732-ab2dd70c6772,-15,15,ATCRU,NL,False,52.078916,0,6.4606635,-30,30,0,A.T.C. Autodemontagebedrijf,00:00:00,23:59:59,30,live_handling,region,False
1f83043b-dbf9-4219-b76e-4cf7fee8853c,-15,15,SEAROT,NL,False,51.9073756,0,4.4223672,-30,30,0,Seabrex,00:00:00,23:59:59,30,craning,port,False
b5bf8650-afae-4eff-a2f0-356710adbd2d,-15,15,#ROSSOCH,DE,False,52.20235,0,7.18075,-30,30,0,Ross Textielwerke GmbH,00:00:00,23:59:59,30,live_handling,region,False
a1c6e97b-ad57-47d0-ab03-f415d78b0709,-15,15,CRESWE,NL,False,51.2731913,0,5.7325168,-30,30,0,Crest International BV,00:00:00,23:59:59,30,live_handling,region,False
745b6d7d-ccb1-42b5-a265-5adf73e9e950,-15,15,KIRCDE,DE,False,51.9486773,0,8.8485697,-30,30,0,Dieter kirchner GmbH,00:00:00,23:59:59,30,live_handling,region,False
8abb7647-0fb7-4857-a851-5b2159e05247,-15,15,HUETHA,DE,False,52.4217608,0,9.6900603,-30,30,0,Hüttenes-Albertus GmbH,00:00:00,23:59:59,30,live_handling,region,False
bce02b49-f658-4b3e-b326-8b2db3809365,-15,15,DESMDE,NL,False,52.277328,0,6.6683366,-30,30,0,DESMEPOL B.V.,00:00:00,23:59:59,30,live_handling,region,False
934311ec-df14-420d-94cd-3432a3acd51e,-15,15,VOSOVE,NL,False,53.1258206,0,6.8970998,-30,30,0,Opslag VOS,00:00:00,23:59:59,30,live_handling,region,False
f806f9c8-e868-4a98-bc0e-6962719f82be,-15,15,CORSCH,NL,False,52.6879331,0,6.8622604,-30,30,0,Corlido BV,00:00:00,23:59:59,30,live_handling,region,False
599c5b64-4eed-4e74-99b4-3858b0d3c1dc,-15,15,VEENHE,NL,False,52.9774322,0,5.6098818,-30,30,0,Veenstra Transport,00:00:00,23:59:59,30,live_handling,region,False
7d82de34-14d7-4f22-9872-c74d8464fcfa,-15,15,STEDEN,NL,False,52.2269631,0,6.8858561,-30,30,0,Stedelijk Museum,00:00:00,23:59:59,30,live_handling,region,False
ac4e0c9c-32ca-4925-826e-b27d995da1eb,-15,15,BUHRLO,DE,False,52.21118,0,8.75958,-30,30,0,Bührs,00:00:00,23:59:59,30,live_handling,region,False
cebe8473-2fcd-41c1-ae71-995dea719c8f,-15,15,AMEDAL,NL,False,52.3608978,0,6.6267633,-30,30,0,Amedi Horeca Totaal Inrichting,00:00:00,23:59:59,30,live_handling,region,False
4b27ba44-f323-4074-8b36-0162a0164bd1,-15,15,KUIOLD,NL,True,52.2964011,0,6.9116138,-30,30,0,Kuipers Air & Sea B.V.,00:00:00,23:59:59,30,live_handling,region,False
0b2ca7e8-7bf9-456a-a2ad-dc2ba1b11571,-15,15,VERKPA,NL,False,52.0480254,0,4.8562547,-30,30,0,Verkleij Handel- en Int. Transport,00:00:00,23:59:59,30,live_handling,port,False
86a5ec52-ec23-4c97-b4be-3bf4a8b1be71,-15,15,BORBME,DE,False,51.2156079,0,8.6606583,-30,30,0,Borbet GmbH,00:00:00,23:59:59,30,live_handling,region,False
d1e00aa9-d7cf-4a28-83b0-bd9cc7410ee5,-15,15,PEINPEI,DE,False,52.3142027,0,10.233059,-30,30,0,Peiner Traege GMBH,00:00:00,23:59:59,30,live_handling,region,False
a5da5952-40e4-4234-a3a4-a3be0a2ed84e,-15,15,DEUTWI,DE,False,51.43634,0,7.32554,-30,30,0,Deutsche Edelstahl GmbH,00:00:00,23:59:59,30,live_handling,region,False
4a5c848b-7ca2-426f-ac18-c7dbacb73f0b,-15,15,BTSHEE,NL,False,51.864924,0,4.5353151,-30,30,0,BTS Logistics B.V.,00:00:00,23:59:59,30,live_handling,region,False
88beb323-7f45-447f-b219-905e36671d67,-15,15,SCHEFR,DE,False,50.89246,0,9.86392,-30,30,0,Schenker,00:00:00,23:59:59,30,live_handling,region,False
15e4a547-b045-4d69-9169-eb3af3719147,-15,15,SCHIPAL,NL,False,52.3614693,0,6.6169152,-30,30,0,Autobedrijf Schipdam,00:00:00,23:59:59,30,live_handling,region,False
655a7815-2a2d-4bc4-854d-f3ab29e090a5,-15,15,HUISAL,NL,False,52.3451927,0,6.656085,-30,30,0,Huiskes-Kokkerler Automobielbedrijven,00:00:00,23:59:59,30,live_handling,region,False
42b169f9-ece5-4eae-bf1d-1aa0e0ef9474,-15,15,JOPAEN,NL,False,52.2857446,0,6.5739162,-30,30,0,Jopa Racing Products,00:00:00,23:59:59,30,live_handling,region,False
0f277aa5-ae40-4f8b-b3bb-17a6cf6b2edb,-15,15,NOSTST,DE,False,52.115885,0,7.401818,-30,30,0,Nosta Transport GmbH,00:00:00,23:59:59,30,live_handling,region,False
ddfec7fe-77d8-42c7-b22f-0d9025af6729,-15,15,PENSCO1,NL,False,52.6464505,0,6.7392056,-30,30,0,Penske Logist. Warehouse,00:00:00,23:59:59,30,live_handling,region,False
b5b800e2-78d2-4c6e-beb3-a3eab708f228,-15,15,AHLBDI,DE,False,52.1092788,0,8.194235,-30,30,0,Ahlborn Fleisch,00:00:00,23:59:59,30,live_handling,region,False
854bf2fd-1325-4c80-93b4-28b00ff424c0,-15,15,TUINWI,NL,False,52.3664873,0,6.59209,-30,30,0,Tuincentrum Wierden,00:00:00,23:59:59,30,live_handling,region,False
dcf5c2f6-568c-4e07-a1c2-ab0978e9d312,-15,15,SCAHOOG,NL,False,53.1660134,0,6.7491052,-30,30,0,SCA Factory,00:00:00,23:59:59,30,live_handling,region,False
9d74caac-f0fb-47f4-9793-486b7b41c5fe,-15,15,BASDEN,NL,False,51.7141805,0,4.2805934,-30,30,0,Bas,00:00:00,23:59:59,30,live_handling,region,False
91f2fbde-c139-4fbc-b7e6-8315c8b1ad19,-15,15,VANMOUS,BE,False,50.7510838,0,3.2538959,-30,30,0,Vandeputte,00:00:00,23:59:59,30,live_handling,region,False
5443db25-640a-4e4b-9151-b219221e6889,-15,15,AEZOSN,DE,False,52.2826178,0,7.9485954,-30,30,0,AEZ,00:00:00,23:59:59,30,live_handling,region,False
793a81b7-02cc-46d6-8f49-7d5fbf85e323,-15,15,HUIOLD,NL,False,52.3152984,0,6.9390003,-30,30,0,Marc Huisken,00:00:00,23:59:59,30,live_handling,region,False
bcf62ed9-abb6-45cd-bf0c-dbb2f799a1b5,-15,15,ETKKEH,DE,False,48.59039,0,7.81247,-30,30,0,Euro Terminal Kehl,00:00:00,23:59:59,30,craning,port,False
c2c262f3-8251-487b-b0dd-ce404bbd8cb0,-15,15,EKCGRU,DE,False,50.60574,0,8.95954,-30,30,0,EKC GmbH,00:00:00,23:59:59,30,live_handling,region,False
f11901f8-622d-4644-b81b-0b1cbef5bda7,-15,15,COESVR,NL,False,52.4120238,0,6.5946077,-30,30,0,Coes Metaalbescherming,00:00:00,23:59:59,30,live_handling,region,False
bb480958-d919-425b-ba18-384a2b4c6173,-15,15,WATEAM,NL,False,52.4146684,0,4.8094611,-30,30,0,Waterland Terminal BV,00:00:00,23:59:59,30,live_handling,region,False
5bd5ff9a-996c-4864-bbf6-5dcff5d82f1f,-15,15,WHEEOS,DE,False,52.2826178,0,7.9485954,-30,30,0,Wheels 4 You Kompletträder GmbH,00:00:00,23:59:59,30,live_handling,region,False
4a0c490c-c13d-400e-a617-cc95ea649845,-15,15,GROEGR,NL,False,52.0389753,0,6.6249385,-30,30,0,Groenlo Hal,00:00:00,23:59:59,30,live_handling,region,False
95311a3e-8815-4e47-8958-ac100dcf8ade,-15,15,TRANRO,NL,False,51.8955599,0,4.455408,-30,30,0,Transpack Shipp. Services B.V.,00:00:00,23:59:59,30,live_handling,port,False
2166522c-daaa-46c0-8082-22c4d299396e,-15,15,VADOVL,NL,False,51.6952976,0,5.2030345,-30,30,0,Vadotrans B.V.,00:00:00,23:59:59,30,live_handling,region,False
e37b9326-3a50-47bf-8d08-c04812079bb3,-15,15,DUTCEN,NL,False,52.2221911,0,6.8398815,-30,30,0,Dutch Trading,00:00:00,23:59:59,30,live_handling,region,False
2ce02036-1323-4f88-ba91-df8c5d9cba53,-15,15,OTTEHO,NL,False,52.7357375,0,6.486994,-30,30,0,Otten Hoogeveen B.V.,00:00:00,23:59:59,30,live_handling,region,False
48043346-3416-4630-8d43-55d3ec52572e,-15,15,SIGTLI,NL,False,51.9393645,0,5.5212984,-30,30,0,H. Van Den Sigtenhorst Transport,00:00:00,23:59:59,30,live_handling,port,False
19333da6-8d9f-4c7f-b460-36316dbdf906,-15,15,EURENS,NL,False,52.2127806,0,6.8884561,-30,30,0,Europatuin,00:00:00,23:59:59,30,live_handling,region,False
02b81069-67eb-476a-ac8f-adc6cd04bb62,-15,15,BEVOOV,NL,False,52.2384705,0,7.0337367,-30,30,0,Bevo Overdinkel,00:00:00,23:59:59,30,live_handling,region,False
57d27045-b54d-43b3-80ba-983c1e8b923e,-15,15,MAYEER,NL,False,52.101084,0,6.0618988,-30,30,0,Mayr-Melnhof BV,00:00:00,23:59:59,30,live_handling,region,False
568ded2b-91c1-4ae5-b823-bd5e58c6387f,-15,15,FRICWO,NL,False,52.8832808,0,6.0002265,-30,30,0,Frico,00:00:00,23:59:59,30,live_handling,region,False
72f53597-565b-4098-a4f4-9156378f2a9c,-15,15,EWABWI,DE,False,52.52087,0,7.12802,-30,30,0,Ewabo,00:00:00,23:59:59,30,live_handling,region,False
da09ab31-9cd9-4c12-b921-e1d80db60e0c,-15,15,GROERU,NL,False,52.8373425,0,5.7137684,-30,30,0,Groenvries,00:00:00,23:59:59,30,live_handling,region,False
43b9401d-6d2a-4635-9c14-959d068fb1a3,-15,15,LOUWEN,NL,False,52.2099318,0,6.8836452,-30,30,0,Louwers & co BV,00:00:00,23:59:59,30,live_handling,region,False
612b71b3-7b93-4460-8e0b-2a672f16c846,-15,15,ROBEEN,NL,False,52.2236909,0,6.8732322,-30,30,0,Roberine,00:00:00,23:59:59,30,live_handling,region,False
6f41abab-0771-42f5-bff4-92ca01b2f98d,-15,15,DANGVL,NL,False,51.913366,0,4.3329898,-30,30,0,Dangerman Transport,00:00:00,23:59:59,30,live_handling,port,False
7525597d-f4ce-4340-915a-1de74e370480,-15,15,ALGRAL,NL,False,52.3459041,0,6.6569654,-30,30,0,Drukkerij Algrafo VOF,00:00:00,23:59:59,30,live_handling,region,False
dac965a6-af7c-4669-a481-a2f6f817f1e7,-15,15,VITAST,DE,False,51.99161,0,6.88208,-30,30,0,Vitadoor,00:00:00,23:59:59,30,live_handling,region,False
eee5ed57-221f-4267-b24d-dc25d7933ffb,-15,15,LOEWSCH,DE,False,52.3309053,0,7.2410254,-30,30,0,C&A buying GmbH & Co KG,00:00:00,23:59:59,30,live_handling,region,False
85025b39-26eb-47d9-ac5c-01302a4cbbef,-15,15,DEBREN,NL,False,52.2228664,0,6.9516592,-30,30,0,De Brink Co Packing,00:00:00,23:59:59,30,decoupling,region,False
cc29d024-b893-47c2-8d02-d716a2ed0c04,-15,15,RUVOMO,NL,False,52.0474279,0,4.9423676,-30,30,0,Ruvoma B.V.,00:00:00,23:59:59,30,live_handling,port,False
c13a0488-ff14-44de-9ef5-fc943f4b9a3b,-15,15,PEEMRO,NL,False,51.7511296,0,4.1159252,-30,30,0,Peeman,00:00:00,23:59:59,30,live_handling,port,False
315014d3-fb9f-4400-917e-cc5a5f07a12b,-15,15,HERMUE,DE,False,51.9754816,0,7.57747,-30,30,0,Herr Gungaa Bazarvaani,00:00:00,23:59:59,30,live_handling,region,False
60f7fe49-ff4a-4954-b95b-d149b5637853,-15,15,TENCLO2,NL,False,52.2489427,0,7.0136688,-30,30,0,Ten Cate Housetex,00:00:00,23:59:59,30,decoupling,region,False
272da419-ed21-4f6a-9ebc-c14a61755a8e,-15,15,KLAALI,DE,False,52.57309,0,7.28172,-30,30,0,Klaas Oord,00:00:00,23:59:59,30,live_handling,region,False
a9be4455-7234-4402-b618-75a0ce3b0f11,-15,15,EUROAL,NL,False,52.339941,0,6.6850097,-30,30,0,Eurosox Plus BV,00:00:00,23:59:59,30,decoupling,region,False
ae860110-ff10-4117-9a6a-babacd268886,-15,15,PROMDE,NL,False,52.2411818,0,6.1833334,-30,30,0,Promens Deventer BV,00:00:00,23:59:59,30,live_handling,region,False
f66112de-8b11-4d1b-a54c-e8c87c76e131,-15,15,CHRIBE,DE,False,51.7561,0,8.07203,-30,30,0,Christian Pfeiffer Maschinenfabrik,00:00:00,23:59:59,30,live_handling,region,False
f0a8e764-e942-4573-92e6-c9e930bf4a0e,-15,15,SCHOPO,NL,False,51.9782354,0,4.8571535,-30,30,0,Gebr. Schouten B.V.,00:00:00,23:59:59,30,live_handling,port,False
3eeed567-2457-4dd7-8681-638c4b078b76,-15,15,MATLCO,NL,False,52.6436023,0,6.7318751,-30,30,0,Matlogpel Coevorden,00:00:00,23:59:59,30,live_handling,region,False
f71aecd7-e68a-4e9a-a7a7-19aaa04f5770,-15,15,ABCORO,NL,False,51.9077372,0,4.4614636,-30,30,0,AB Container Logistics,00:00:00,23:59:59,30,live_handling,port,False
df6c696c-5dfb-4d8d-b26b-b71b643e679c,-15,15,WIJNNDE,NL,False,53.3320139,0,6.9303677,-30,30,0,Wijnne & Barends,00:00:00,23:59:59,30,craning,port,False
5b689c4b-0e63-481e-ab9e-958b70a53d65,-15,15,GEFCRO,NL,False,51.8701926,0,4.381209,-30,30,0,Gefco Benelux,00:00:00,23:59:59,30,live_handling,port,False
06fdadc4-94aa-440a-bfb1-813802a0fb59,-15,15,MULTGO,NL,False,52.2392172,0,6.5844308,-30,30,0,Multistiq BV,00:00:00,23:59:59,30,live_handling,region,False
829fe332-57f6-42f3-a522-f61d7694799d,-15,15,STRYBE,NL,False,51.8895919,0,5.8882144,-30,30,0,Strydhagen,00:00:00,23:59:59,30,live_handling,region,False
0e03d535-4e55-4164-b303-17ca90914349,-15,15,SARARH,DE,False,52.3046537,0,7.4467386,-30,30,0,Nur Die GmbH,00:00:00,23:59:59,30,live_handling,region,False
cae0603b-4fcc-4187-b5f4-7bab3ad514b8,-15,15,KLIEOL,NL,False,52.3003149,0,6.9216882,-30,30,0,Klieverink,00:00:00,23:59:59,30,live_handling,region,False
9c51d877-6907-43ee-aecf-283040428ebc,-15,15,CTVZA,NL,False,52.4183801,0,4.8534969,-30,30,0,CTVrede-Steinweg B.V.,00:00:00,23:59:59,30,craning,port,False
805fd318-a4a6-4f78-b89e-4d3accc3d78e,-15,15,NOVAAL,NL,False,52.3796807,0,6.6187316,-30,30,0,Novapac BV,00:00:00,23:59:59,30,live_handling,region,False
5cf6a5bd-4474-45a2-9f6e-22c294c4b8cc,-15,15,BOLLHE,NL,False,52.6830463,0,7.5936744,-30,30,0,Spedition Boll,00:00:00,23:59:59,30,live_handling,region,False
684d96b1-8646-4082-90dc-e39d91bb36f8,-15,15,HAPAAN,BE,False,51.345425,0,4.3216484,-30,30,0,Hapag Lloyd Depot,00:00:00,23:59:59,30,craning,port,False
955c7c0f-dda2-44b7-ad84-3345f34a0248,-15,15,MULTAS,NL,False,53.025061,0,6.5687165,-30,30,0,Multi Profiel,00:00:00,23:59:59,30,live_handling,region,False
289716df-541f-4690-8073-905cd32782b6,-15,15,BORCBE,NL,False,53.3091095,0,6.5986648,-30,30,0,Borculo Domo Ingredients,00:00:00,23:59:59,30,live_handling,region,False
dbf5cf85-d49d-446c-a70d-d4a9f70661a4,-15,15,RAGABR,DE,False,51.2811694,0,6.1759165,-30,30,0,RAG Additive GmbH,00:00:00,23:59:59,30,live_handling,region,False
47acae09-96c0-4772-b523-81548f9a0940,-15,15,K500,BE,False,51.2940417,0,4.3464407,-30,30,0,Kaai 500  CTR,00:00:00,23:59:59,30,craning,port,False
0fa10534-fefa-4e07-85df-4e2944ba75d6,-15,15,RABEDO,NL,False,51.9519226,0,6.3010812,-30,30,0,Rabelink Doetinchem BV,00:00:00,23:59:59,30,live_handling,region,False
e65efa94-07ec-42e8-8ba3-9983fa8d7bba,-15,15,HUEKGE,DE,False,51.9540002,0,7.0131416,-30,30,0,Huesker Synthetic,00:00:00,23:59:59,30,live_handling,region,False
773f30e7-8c0f-4802-8f52-7323e073c1fe,-15,15,VDW,NL,False,51.8575633,0,4.2942955,-30,30,0,vdW Logistics B.V.,00:00:00,23:59:59,30,live_handling,port,False
13305283-05d9-4de1-bf59-d57c1f54873d,-15,15,DIMEEN,NL,False,52.2339929,0,6.8333732,-30,30,0,Dimension B.V.,00:00:00,23:59:59,30,live_handling,region,False
508fd949-258e-41ac-86ec-f189ccf46c89,-15,15,WIENHU,DE,False,53.06594,0,8.43332,-30,30,0,Wienerberger GmbH,00:00:00,23:59:59,30,live_handling,region,False
b5cd9170-d45c-4424-91ee-dc1dbdef46b7,-15,15,DANIES,DE,False,52.73271,0,7.91199,-30,30,0,DANISH CROWN FLEISCH GMBH,00:00:00,23:59:59,30,live_handling,region,False
1d524918-b331-4c45-bb6f-410ac6422736,-15,15,FRIMLO,DE,False,52.28314,0,7.92302,-30,30,0,Frimo Lotte GmbH,00:00:00,23:59:59,30,live_handling,region,False
04cd9b95-eaa1-40ee-bc68-da30ed1b1e95,-15,15,$BULKTAI,GB,False,54.5522513,0,-1.1640991,-30,30,0,Bulk Tainer Logistics Ltd.,00:00:00,23:59:59,30,live_handling,port,False
4817d963-c3f8-4d38-b2c2-72fdeea1cdfb,-15,15,INDUBR,DE,False,52.4485363,0,7.9658071,-30,30,0,IndulorProduktionsgesellschaft GmbH,00:00:00,23:59:59,30,live_handling,region,False
75727b64-e15b-4639-adbe-569a52bc3bc8,-15,15,$BURGPER,NL,False,51.8608101,0,4.3962414,-30,30,0,Burger Logistic Services,00:00:00,23:59:59,30,live_handling,port,False
389d357b-cd14-4c49-9679-379215948e90,-15,15,EGBEEN,NL,False,52.2306628,0,6.8457578,-30,30,0,Egbert Pos,00:00:00,23:59:59,30,live_handling,region,False
566fbeb6-fc0f-4ea8-a1cc-51f1a80b4d89,-15,15,ROELHE,NL,False,52.2576211,0,6.8270809,-30,30,0,Bernt Roelofs,00:00:00,23:59:59,30,live_handling,region,False
76399766-b673-42e2-b22b-9814efa0a3fa,-15,15,DEVEDE,NL,False,52.2381587,0,6.1800424,-30,30,0,Deventrade B.V.,00:00:00,23:59:59,30,live_handling,region,False
5ad453a4-0d37-4d73-952c-a725f7bfb33e,-15,15,$NIJHRO,NL,False,51.8915578,0,4.3726827,-30,30,0,Nijhof-Wassink B.V.,00:00:00,23:59:59,30,craning,port,False
c2ebabce-89ae-4e0d-b214-983bc7cafea8,-15,15,CABVEN,NL,False,51.3839246,0,6.146055,-30,30,0,Cabooter Terminal,00:00:00,23:59:59,30,craning,port,False
d04054ed-750d-4ae0-aed3-edd109b90039,-15,15,TERMME,IT,False,45.496562,0,9.4091159,-30,30,0,terminal Container Melzo,00:00:00,23:59:59,30,craning,port,False
078da873-2226-46e3-8702-473c98024388,-15,15,LOGWHO,DE,False,52.2466886,0,7.66771,-30,30,0,logwin Aifr & Ocean Deutschland GmbH,00:00:00,23:59:59,30,live_handling,region,False
305e15aa-b8c5-4ef2-bbff-9af095b0cbad,-15,15,HESSSA,NL,False,52.3357246,0,6.7936757,-30,30,0,Hesselink Trucks,00:00:00,23:59:59,30,live_handling,port,False
93c3f07d-ee91-492f-9266-fdfd4227ea94,-15,15,PCTENS,NL,False,52.2224679,0,6.853139,-30,30,0,PCT,00:00:00,23:59:59,30,live_handling,region,False
9d6e946b-fc1a-4975-af86-1b57f79f32c9,-15,15,#PRONAOC,DE,False,52.1912707,0,7.1580905,-30,30,0,Pronatec,00:00:00,23:59:59,30,live_handling,region,False
e0a5d0cb-1208-4714-a0c1-b56a2234e474,-15,15,HANDLA,BE,False,50.8763342,0,5.6272804,-30,30,0,Handico Trucking NV,00:00:00,23:59:59,30,live_handling,port,False
c2f2122c-f650-46e9-b042-ea4f5c247720,-15,15,ACHTDA,NL,False,52.4312527,0,6.5539729,-30,30,0,Achteres Transport B.V.,00:00:00,23:59:59,30,live_handling,port,False
002b2ddc-153b-4b6d-8530-bab2c2d93a92,-15,15,GEURHE,NL,False,52.2043381,0,6.6168895,-30,30,0,Geurs Loon- Grondverzet en Transportbedrijf BV,00:00:00,23:59:59,30,live_handling,port,False
20c2cb84-d27a-4cc7-a2d0-056691684663,-15,15,HETWEN,NL,False,52.2518099,0,6.8940557,-30,30,0,HETWI B.V.,00:00:00,23:59:59,30,live_handling,port,False
35bcf6a0-3073-42bb-a4c7-a43416bc4c87,-15,15,MEULVL,NL,False,53.0310206,0,7.1025419,-30,30,0,Meulman Vlagtwedde B.V.,00:00:00,23:59:59,30,live_handling,port,False
d6a9757b-af3f-48a8-a509-3811ee23178b,-15,15,ZWEDDO,NL,False,51.9471771,0,6.2808279,-30,30,0,Zweden Vrijetijdsmarkt,00:00:00,23:59:59,30,live_handling,region,False
feef43cf-b70f-4799-9cef-4086fc376e0e,-15,15,RTT,NL,False,52.35596,0,6.65576,-30,30,0,Rail Terminal Twente,00:00:00,23:59:59,30,craning,port,False
2a2ca380-287b-426f-acef-b8a90c7cf1ef,-15,15,OZERRO,NL,False,51.8914711,0,4.4627559,-30,30,0,Ozer Logistics,00:00:00,23:59:59,30,live_handling,port,False
fc65b125-8e60-4d70-8863-1381d91125b3,-15,15,BURGBA,NL,False,52.1266169,0,5.5766471,-30,30,0,Sporthal De Burgthof,00:00:00,23:59:59,30,craning,region,False
2af17e47-b445-427d-9f3a-d4b2745c17be,-15,15,VALKHA,DE,False,51.73782,0,6.52238,-30,30,0,Valk,00:00:00,23:59:59,30,live_handling,region,False
e7f4f36c-38da-4bba-8eb2-c88c207ee56f,-15,15,CHROAM,NL,False,52.3874884,0,4.8414269,-30,30,0,C.H Robinson Europe B.V.,00:00:00,23:59:59,30,live_handling,port,False
af22fdfb-bc63-48e5-8a0a-f38e6bc3bab7,-15,15,UTZSCH,DE,False,52.3316853,0,7.2466577,-30,30,0,"Utz GmbH, G.",00:00:00,23:59:59,30,live_handling,region,False
2b8c27ce-35da-4b4d-8483-4c503cdac3c1,-15,15,#SETEHAM,DE,False,51.77819,0,6.61233,-30,30,0,Setex Textil GmbH,00:00:00,23:59:59,30,live_handling,region,False
84a33baf-183b-4b6b-b1d8-099b919fde43,-15,15,WASSRI,NL,False,51.8793341,0,4.6192652,-30,30,0,Wassink Transport Cabauw BV,00:00:00,23:59:59,30,live_handling,region,False
f031d3c5-7edc-4fa1-a37e-f4db5217364c,-15,15,IKEASA,DE,False,52.15079,0,10.42077,-30,30,0,IKEA Salzgitter,00:00:00,23:59:59,30,live_handling,region,False
0d46eb6c-168b-4d16-837d-a1c35a263dd3,-15,15,WILMAL,NL,False,52.3321632,0,6.6515424,-30,30,0,Wilmink Autobedrijven Citroën,00:00:00,23:59:59,30,live_handling,region,False
58e6bb5d-0a44-45ff-a6f9-da21be77bdea,-15,15,HUSTSC,NL,False,52.649375,0,6.9447525,-30,30,0,Hustraco Treatments BV,00:00:00,23:59:59,30,live_handling,region,False
